text,class_id,class_name,split,template_type
Crop monitoring detected widespread anomalies in tea lower leaf surface coloration indicating possible disease.,4,red_leaf_spot,train,cross_class
The tea leaf shows distinct advanced gray patches with irregular margins spreading across the leaf tip.,0,gray_blight,train,class_specific
The leaf tip shows mixed advanced symptoms suggesting complex tea leaf disease interaction.,1,helopeltis,train,cross_class
Field scouts observed moderate leaf disease symptoms requiring immediate treatment in the young shoot.,2,algal_leaf_spot,val,cross_class
Affected tea shoots display moderate necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
Tea leaves show moderate Cephaleuros virescens spots creating rust-orange patches on leaf lamina.,2,algal_leaf_spot,train,class_specific
The petiole shows mixed severe symptoms suggesting complex tea leaf disease interaction.,2,algal_leaf_spot,train,cross_class
Tea crop health assessment shows chronic fungal infection spreading through leaf tip tissue.,2,algal_leaf_spot,train,cross_class
Red leaf spot creates severe reddish-brown circular lesions on the upper tea leaf midrib surface.,4,red_leaf_spot,train,class_specific
Farmers noted mild red leaf spot outbreaks causing petiole damage and reduced yield.,4,red_leaf_spot,val,class_specific
Weather-related stress compounded by severe fungal infection on tea upper leaf surface tissue.,0,gray_blight,train,cross_class
The tea flush shows early-stage helopeltis bug puncture wounds with dark halos on mature leaf.,1,helopeltis,train,class_specific
Tea bushes in the Munnar garden show mild leaf symptoms requiring diagnostic testing.,1,helopeltis,train,cross_class
Pest and disease survey recorded mild damage to tea leaf margin in highland gardens.,0,gray_blight,val,cross_class
Tea estate management flagged chronic infection on the lower leaf surface requiring fungicide application.,1,helopeltis,val,cross_class
Tea quality tests show degraded leaf integrity with advanced damage to leaf lamina structures.,1,helopeltis,train,cross_class
The mature leaf displays classic helopeltis infestation marks with localized brown stippling patterns.,1,helopeltis,train,class_specific
The leaf tip has widespread algal spot colonies with characteristic powdery orange surface texture.,2,algal_leaf_spot,val,class_specific
The petiole of tea plants shows severe signs of stress possibly related to environmental factors.,4,red_leaf_spot,train,cross_class
Tea estate management flagged mild infection on the leaf lamina requiring fungicide application.,4,red_leaf_spot,train,cross_class
The leaf margin exhibits acute discoloration and tissue damage consistent with tea leaf disease.,3,brown_blight,train,cross_class
Leaf biopsy from the mature leaf shows advanced cellular damage consistent with pathogen attack.,3,brown_blight,train,cross_class
Tea crop health assessment shows chronic fungal infection spreading through upper leaf surface tissue.,4,red_leaf_spot,train,cross_class
The leaf margin of the tea bush exhibits gray blight symptoms including extensive sunken lesions.,0,gray_blight,val,class_specific
The leaf lamina displays widespread red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
Extension officer identified severe disease outbreak affecting tea leaf lamina in the cooperative.,2,algal_leaf_spot,train,cross_class
Tea growers reported advanced gray blight damage with necrotic spots covering the leaf margin.,0,gray_blight,train,class_specific
Agronomists identified advanced disease patterns on tea leaf lamina consistent with pathogen infection.,0,gray_blight,train,cross_class
Remote sensing detected widespread spectral anomalies in tea canopy at leaf margin level.,2,algal_leaf_spot,train,cross_class
Pest and disease survey recorded advanced damage to tea leaf tip in highland gardens.,3,brown_blight,val,cross_class
Crop monitoring detected early-stage anomalies in tea petiole coloration indicating possible disease.,3,brown_blight,train,cross_class
Extension officer identified advanced disease outbreak affecting tea young shoot in the cooperative.,4,red_leaf_spot,val,cross_class
Tea bushes in the Assam garden show localized leaf symptoms requiring diagnostic testing.,0,gray_blight,train,cross_class
Agronomists identified localized disease patterns on tea leaf lamina consistent with pathogen infection.,0,gray_blight,train,cross_class
Tea cultivation report: localized stress indicators found on leaf lamina across multiple plots.,0,gray_blight,train,cross_class
Brown blight causes severe water-soaked lesions that turn necrotic on the tea petiole.,3,brown_blight,train,class_specific
Farmers noted extensive red leaf spot outbreaks causing petiole damage and reduced yield.,4,red_leaf_spot,train,class_specific
The tea leaf shows distinct advanced gray patches with irregular margins spreading across the leaf margin.,0,gray_blight,train,class_specific
Affected tea shoots display localized necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
The tea leaf shows distinct early-stage gray patches with irregular margins spreading across the leaf midrib.,0,gray_blight,train,class_specific
Severe chronic brown blight infection results in premature defoliation of tea young shoot.,3,brown_blight,val,class_specific
Extension officer identified acute disease outbreak affecting tea petiole in the cooperative.,2,algal_leaf_spot,train,cross_class
Disease pressure on tea leaf midrib has been extensive in the current growing season.,2,algal_leaf_spot,train,cross_class
Leaf biopsy from the petiole shows extensive cellular damage consistent with pathogen attack.,2,algal_leaf_spot,train,cross_class
Extension officer identified severe disease outbreak affecting tea leaf lamina in the cooperative.,1,helopeltis,train,cross_class
The tea mature leaf has moderate brown blight lesions with concentric rings and yellow halos.,3,brown_blight,val,class_specific
Tea quality tests show degraded leaf integrity with severe damage to leaf tip structures.,4,red_leaf_spot,val,cross_class
The leaf margin exhibits mild discoloration and tissue damage consistent with tea leaf disease.,4,red_leaf_spot,train,cross_class
Circular advanced algal leaf spots with raised orange-red centers appear on the mature leaf.,2,algal_leaf_spot,val,class_specific
Tea quality tests show degraded leaf integrity with mild damage to lower leaf surface structures.,0,gray_blight,train,cross_class
The leaf tip of tea plants shows chronic signs of stress possibly related to environmental factors.,4,red_leaf_spot,train,cross_class
Tea growers reported moderate gray blight damage with necrotic spots covering the petiole.,0,gray_blight,train,class_specific
Weather-related stress compounded by localized fungal infection on tea leaf midrib tissue.,0,gray_blight,train,cross_class
Disease pressure on tea leaf margin has been advanced in the current growing season.,3,brown_blight,train,cross_class
Tea estate management flagged moderate infection on the leaf tip requiring fungicide application.,1,helopeltis,train,cross_class
The young shoot displays classic helopeltis infestation marks with advanced brown stippling patterns.,1,helopeltis,train,class_specific
Tea growers reported extensive gray blight damage with necrotic spots covering the leaf margin.,0,gray_blight,train,class_specific
Crop monitoring detected early-stage anomalies in tea mature leaf coloration indicating possible disease.,0,gray_blight,val,cross_class
The tea plantation in Nilgiri reports significant crop stress affecting the upper leaf surface of plants.,4,red_leaf_spot,train,cross_class
Tea leaves exhibit widespread red leaf spot lesions with distinct reddish centers on upper leaf surface.,4,red_leaf_spot,train,class_specific
Tea cultivation report: early-stage stress indicators found on leaf lamina across multiple plots.,2,algal_leaf_spot,val,cross_class
The leaf lamina displays early-stage red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
The leaf tip of the tea bush exhibits gray blight symptoms including widespread sunken lesions.,0,gray_blight,train,class_specific
The lower leaf surface exhibits widespread discoloration and tissue damage consistent with tea leaf disease.,2,algal_leaf_spot,train,cross_class
The leaf midrib shows acute red spot disease caused by Phyllosticta with characteristic red margins.,4,red_leaf_spot,train,class_specific
Leaf biopsy from the upper leaf surface shows severe cellular damage consistent with pathogen attack.,1,helopeltis,train,cross_class
The petiole displays classic helopeltis infestation marks with widespread brown stippling patterns.,1,helopeltis,train,class_specific
Tea cultivation report: acute stress indicators found on upper leaf surface across multiple plots.,3,brown_blight,train,cross_class
Crop monitoring detected widespread anomalies in tea mature leaf coloration indicating possible disease.,2,algal_leaf_spot,train,cross_class
Weather-related stress compounded by mild fungal infection on tea leaf midrib tissue.,2,algal_leaf_spot,train,cross_class
Remote sensing detected mild spectral anomalies in tea canopy at mature leaf level.,1,helopeltis,train,cross_class
The tea plantation in Yunnan reports significant crop stress affecting the petiole of plants.,4,red_leaf_spot,train,cross_class
Gray blight infection causes extensive grayish-brown lesions on the leaf tip of tea plants.,0,gray_blight,train,class_specific
Helopeltis feeding damage causes widespread brown scorch marks on the leaf margin of tea shoots.,1,helopeltis,train,class_specific
The petiole displays mild red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,val,class_specific
Tea quality tests show degraded leaf integrity with severe damage to leaf tip structures.,4,red_leaf_spot,val,cross_class
Tea tip borer helopeltis has caused widespread characteristic shot-hole patterns on the young shoot.,1,helopeltis,train,class_specific
Field scouts observed widespread leaf disease symptoms requiring immediate treatment in the leaf lamina.,3,brown_blight,val,cross_class
The mature leaf of tea plants shows early-stage signs of stress possibly related to environmental factors.,2,algal_leaf_spot,train,cross_class
Remote sensing detected widespread spectral anomalies in tea canopy at leaf margin level.,4,red_leaf_spot,train,cross_class
Tea leaves show widespread Cephaleuros virescens spots creating rust-orange patches on upper leaf surface.,2,algal_leaf_spot,train,class_specific
Tea leaves display chronic brown blight patches caused by Colletotrichum species on petiole.,3,brown_blight,val,class_specific
Extension officer identified advanced disease outbreak affecting tea petiole in the cooperative.,3,brown_blight,train,cross_class
Young tea shoots suffer moderate helopeltis damage with angular young shoot lesions and necrosis.,1,helopeltis,train,class_specific
The leaf lamina displays widespread red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
Tea growers reported mild gray blight damage with necrotic spots covering the mature leaf.,0,gray_blight,train,class_specific
The leaf tip has moderate algal spot colonies with characteristic powdery orange surface texture.,2,algal_leaf_spot,train,class_specific
Tea cultivation report: extensive stress indicators found on leaf midrib across multiple plots.,1,helopeltis,train,cross_class
Tea estate management flagged early-stage infection on the leaf margin requiring fungicide application.,3,brown_blight,train,cross_class
Leaf biopsy from the leaf margin shows advanced cellular damage consistent with pathogen attack.,4,red_leaf_spot,train,cross_class
Tea leaves exhibit advanced red leaf spot lesions with distinct reddish centers on upper leaf surface.,4,red_leaf_spot,train,class_specific
Agronomists identified moderate disease patterns on tea leaf tip consistent with pathogen infection.,3,brown_blight,train,cross_class
The leaf tip has moderate algal spot colonies with characteristic powdery orange surface texture.,2,algal_leaf_spot,train,class_specific
Circular advanced algal leaf spots with raised orange-red centers appear on the leaf tip.,2,algal_leaf_spot,train,class_specific
Gray blight infection causes severe grayish-brown lesions on the upper leaf surface of tea plants.,0,gray_blight,train,class_specific
The young shoot exhibits moderate discoloration and tissue damage consistent with tea leaf disease.,4,red_leaf_spot,train,cross_class
Tea bushes in the Darjeeling garden show localized leaf symptoms requiring diagnostic testing.,4,red_leaf_spot,train,cross_class
The upper leaf surface of tea plants shows chronic signs of stress possibly related to environmental factors.,0,gray_blight,train,cross_class
Affected tea shoots display advanced necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
The tea flush shows acute helopeltis bug puncture wounds with dark halos on mature leaf.,1,helopeltis,train,class_specific
The petiole of tea plants shows early-stage signs of stress possibly related to environmental factors.,2,algal_leaf_spot,train,cross_class
The leaf tip shows mixed mild symptoms suggesting complex tea leaf disease interaction.,1,helopeltis,val,cross_class
Circular severe algal leaf spots with raised orange-red centers appear on the leaf tip.,2,algal_leaf_spot,val,class_specific
Field scouts observed advanced leaf disease symptoms requiring immediate treatment in the leaf tip.,4,red_leaf_spot,train,cross_class
Circular widespread algal leaf spots with raised orange-red centers appear on the petiole.,2,algal_leaf_spot,train,class_specific
Leaf biopsy from the young shoot shows acute cellular damage consistent with pathogen attack.,1,helopeltis,train,cross_class
Tea estate management flagged widespread infection on the leaf midrib requiring fungicide application.,4,red_leaf_spot,train,cross_class
Crop monitoring detected extensive anomalies in tea leaf tip coloration indicating possible disease.,3,brown_blight,val,cross_class
Weather-related stress compounded by acute fungal infection on tea leaf lamina tissue.,4,red_leaf_spot,train,cross_class
Helopeltis feeding damage causes advanced brown scorch marks on the upper leaf surface of tea shoots.,1,helopeltis,train,class_specific
Algal leaf spot disease presents acute circular lesions with orange spore masses on leaf tip.,2,algal_leaf_spot,train,class_specific
Red leaf spot creates acute reddish-brown circular lesions on the upper tea leaf lamina surface.,4,red_leaf_spot,train,class_specific
Tea bushes in the Sri Lanka garden show early-stage leaf symptoms requiring diagnostic testing.,3,brown_blight,train,cross_class
Field scouts observed widespread leaf disease symptoms requiring immediate treatment in the young shoot.,3,brown_blight,train,cross_class
Tea leaves show widespread Cephaleuros virescens spots creating rust-orange patches on mature leaf.,2,algal_leaf_spot,train,class_specific
The young shoot shows advanced red spot disease caused by Phyllosticta with characteristic red margins.,4,red_leaf_spot,val,class_specific
Affected tea shoots display moderate necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
Extension officer identified advanced disease outbreak affecting tea petiole in the cooperative.,3,brown_blight,train,cross_class
The leaf margin displays moderate red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
Agronomists identified mild disease patterns on tea leaf midrib consistent with pathogen infection.,3,brown_blight,train,cross_class
Field scouts observed localized leaf disease symptoms requiring immediate treatment in the leaf midrib.,2,algal_leaf_spot,train,cross_class
Tea crop health assessment shows early-stage fungal infection spreading through leaf midrib tissue.,0,gray_blight,train,cross_class
The petiole of tea plants shows early-stage signs of stress possibly related to environmental factors.,2,algal_leaf_spot,train,cross_class
Tea tip borer helopeltis has caused mild characteristic shot-hole patterns on the lower leaf surface.,1,helopeltis,train,class_specific
Disease pressure on tea young shoot has been early-stage in the current growing season.,4,red_leaf_spot,train,cross_class
Tea quality tests show degraded leaf integrity with localized damage to leaf margin structures.,0,gray_blight,train,cross_class
Tea leaves show advanced Cephaleuros virescens spots creating rust-orange patches on leaf lamina.,2,algal_leaf_spot,train,class_specific
Leaf biopsy from the leaf midrib shows moderate cellular damage consistent with pathogen attack.,4,red_leaf_spot,train,cross_class
Weather-related stress compounded by severe fungal infection on tea leaf lamina tissue.,0,gray_blight,val,cross_class
The leaf midrib of tea plants shows early-stage signs of stress possibly related to environmental factors.,4,red_leaf_spot,val,cross_class
Algal leaf spot disease presents chronic circular lesions with orange spore masses on petiole.,2,algal_leaf_spot,train,class_specific
Disease pressure on tea leaf margin has been localized in the current growing season.,4,red_leaf_spot,train,cross_class
Weather-related stress compounded by acute fungal infection on tea leaf midrib tissue.,3,brown_blight,val,cross_class
Tea cultivation report: acute stress indicators found on young shoot across multiple plots.,3,brown_blight,train,cross_class
Weather-related stress compounded by extensive fungal infection on tea mature leaf tissue.,2,algal_leaf_spot,train,cross_class
Crop monitoring detected widespread anomalies in tea mature leaf coloration indicating possible disease.,3,brown_blight,train,cross_class
Weather-related stress compounded by severe fungal infection on tea leaf margin tissue.,3,brown_blight,val,cross_class
Tea crop health assessment shows mild fungal infection spreading through leaf margin tissue.,3,brown_blight,train,cross_class
Tea quality tests show degraded leaf integrity with chronic damage to lower leaf surface structures.,4,red_leaf_spot,train,cross_class
The leaf tip exhibits localized discoloration and tissue damage consistent with tea leaf disease.,1,helopeltis,train,cross_class
The tea leaf shows distinct chronic gray patches with irregular margins spreading across the mature leaf.,0,gray_blight,train,class_specific
Disease pressure on tea leaf midrib has been widespread in the current growing season.,4,red_leaf_spot,train,cross_class
The upper leaf surface shows mixed extensive symptoms suggesting complex tea leaf disease interaction.,1,helopeltis,train,cross_class
Crop monitoring detected advanced anomalies in tea leaf tip coloration indicating possible disease.,3,brown_blight,train,cross_class
Leaf biopsy from the upper leaf surface shows acute cellular damage consistent with pathogen attack.,3,brown_blight,train,cross_class
Young tea shoots suffer severe helopeltis damage with angular upper leaf surface lesions and necrosis.,1,helopeltis,train,class_specific
The tea flush shows localized helopeltis bug puncture wounds with dark halos on leaf midrib.,1,helopeltis,train,class_specific
Tea quality tests show degraded leaf integrity with widespread damage to leaf midrib structures.,3,brown_blight,train,cross_class
Severe chronic brown blight infection results in premature defoliation of tea leaf midrib.,3,brown_blight,train,class_specific
Affected tea shoots display early-stage necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
Tea cultivation report: advanced stress indicators found on petiole across multiple plots.,2,algal_leaf_spot,train,cross_class
Crop monitoring detected localized anomalies in tea upper leaf surface coloration indicating possible disease.,0,gray_blight,train,cross_class
Tea bushes in the Sylhet garden show moderate leaf symptoms requiring diagnostic testing.,1,helopeltis,train,cross_class
Tea growers reported advanced gray blight damage with necrotic spots covering the petiole.,0,gray_blight,train,class_specific
Circular moderate algal leaf spots with raised orange-red centers appear on the petiole.,2,algal_leaf_spot,train,class_specific
The tea plantation in Yunnan reports significant crop stress affecting the young shoot of plants.,3,brown_blight,train,cross_class
Pest and disease survey recorded moderate damage to tea lower leaf surface in highland gardens.,2,algal_leaf_spot,train,cross_class
The leaf midrib shows advanced brown blight symptoms with irregular dark brown spots and margins.,3,brown_blight,train,class_specific
Tea growers reported severe gray blight damage with necrotic spots covering the upper leaf surface.,0,gray_blight,val,class_specific
The upper leaf surface shows localized red spot disease caused by Phyllosticta with characteristic red margins.,4,red_leaf_spot,train,class_specific
Tea cultivation report: advanced stress indicators found on petiole across multiple plots.,4,red_leaf_spot,train,cross_class
Tea estate management flagged advanced infection on the leaf margin requiring fungicide application.,0,gray_blight,train,cross_class
Tea crop health assessment shows widespread fungal infection spreading through lower leaf surface tissue.,0,gray_blight,train,cross_class
The leaf margin shows mixed chronic symptoms suggesting complex tea leaf disease interaction.,4,red_leaf_spot,val,cross_class
Field scouts observed chronic leaf disease symptoms requiring immediate treatment in the leaf margin.,1,helopeltis,train,cross_class
Farmers noted localized red leaf spot outbreaks causing lower leaf surface damage and reduced yield.,4,red_leaf_spot,val,class_specific
Remote sensing detected acute spectral anomalies in tea canopy at petiole level.,3,brown_blight,train,cross_class
Tea leaves exhibit mild red leaf spot lesions with distinct reddish centers on upper leaf surface.,4,red_leaf_spot,train,class_specific
Pest and disease survey recorded localized damage to tea mature leaf in highland gardens.,2,algal_leaf_spot,train,cross_class
Tea crop health assessment shows chronic fungal infection spreading through young shoot tissue.,0,gray_blight,train,cross_class
The tea flush shows acute helopeltis bug puncture wounds with dark halos on leaf midrib.,1,helopeltis,train,class_specific
Agronomists identified moderate disease patterns on tea petiole consistent with pathogen infection.,2,algal_leaf_spot,train,cross_class
Tea leaves exhibit localized red leaf spot lesions with distinct reddish centers on leaf margin.,4,red_leaf_spot,train,class_specific
The tea petiole has severe brown blight lesions with concentric rings and yellow halos.,3,brown_blight,train,class_specific
The lower leaf surface displays mild red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
Tea leaves exhibit localized red leaf spot lesions with distinct reddish centers on petiole.,4,red_leaf_spot,train,class_specific
Tea leaves exhibit mild red leaf spot lesions with distinct reddish centers on leaf tip.,4,red_leaf_spot,train,class_specific
Tea leaves display widespread brown blight patches caused by Colletotrichum species on lower leaf surface.,3,brown_blight,train,class_specific
Brown blight causes mild water-soaked lesions that turn necrotic on the tea leaf margin.,3,brown_blight,train,class_specific
Weather-related stress compounded by early-stage fungal infection on tea upper leaf surface tissue.,4,red_leaf_spot,train,cross_class
Weather-related stress compounded by early-stage fungal infection on tea lower leaf surface tissue.,0,gray_blight,val,cross_class
Tea tip borer helopeltis has caused acute characteristic shot-hole patterns on the lower leaf surface.,1,helopeltis,train,class_specific
Tea tip borer helopeltis has caused chronic characteristic shot-hole patterns on the leaf midrib.,1,helopeltis,train,class_specific
Helopeltis feeding damage causes moderate brown scorch marks on the lower leaf surface of tea shoots.,1,helopeltis,val,class_specific
Crop monitoring detected widespread anomalies in tea young shoot coloration indicating possible disease.,2,algal_leaf_spot,val,cross_class
Leaf biopsy from the leaf margin shows advanced cellular damage consistent with pathogen attack.,2,algal_leaf_spot,val,cross_class
Farmers noted widespread red leaf spot outbreaks causing lower leaf surface damage and reduced yield.,4,red_leaf_spot,val,class_specific
Field scouts observed extensive leaf disease symptoms requiring immediate treatment in the upper leaf surface.,4,red_leaf_spot,val,cross_class
Remote sensing detected early-stage spectral anomalies in tea canopy at mature leaf level.,2,algal_leaf_spot,val,cross_class
Field scouts observed extensive leaf disease symptoms requiring immediate treatment in the upper leaf surface.,1,helopeltis,train,cross_class
Tea tip borer helopeltis has caused widespread characteristic shot-hole patterns on the petiole.,1,helopeltis,train,class_specific
The lower leaf surface shows mixed widespread symptoms suggesting complex tea leaf disease interaction.,4,red_leaf_spot,train,cross_class
Tea crop health assessment shows advanced fungal infection spreading through leaf lamina tissue.,4,red_leaf_spot,val,cross_class
Crop monitoring detected chronic anomalies in tea young shoot coloration indicating possible disease.,0,gray_blight,train,cross_class
Weather-related stress compounded by severe fungal infection on tea upper leaf surface tissue.,3,brown_blight,val,cross_class
Agronomists identified extensive disease patterns on tea leaf lamina consistent with pathogen infection.,2,algal_leaf_spot,train,cross_class
Agronomists identified advanced disease patterns on tea leaf tip consistent with pathogen infection.,4,red_leaf_spot,val,cross_class
The tea plantation in Nilgiri reports significant crop stress affecting the mature leaf of plants.,0,gray_blight,train,cross_class
Tea plant petiole affected by moderate algal spots showing concentric rings and orange sporulation.,2,algal_leaf_spot,train,class_specific
Remote sensing detected advanced spectral anomalies in tea canopy at leaf tip level.,4,red_leaf_spot,train,cross_class
Pest and disease survey recorded mild damage to tea mature leaf in highland gardens.,2,algal_leaf_spot,train,cross_class
Extension officer identified widespread disease outbreak affecting tea leaf margin in the cooperative.,3,brown_blight,train,cross_class
Helopeltis feeding damage causes advanced brown scorch marks on the leaf midrib of tea shoots.,1,helopeltis,val,class_specific
Tea estate management flagged localized infection on the upper leaf surface requiring fungicide application.,4,red_leaf_spot,train,cross_class
Gray blight infection causes chronic grayish-brown lesions on the leaf margin of tea plants.,0,gray_blight,train,class_specific
Severe advanced brown blight infection results in premature defoliation of tea petiole.,3,brown_blight,train,class_specific
Tea estate management flagged chronic infection on the mature leaf requiring fungicide application.,0,gray_blight,train,cross_class
Field scouts observed severe leaf disease symptoms requiring immediate treatment in the leaf midrib.,2,algal_leaf_spot,train,cross_class
Agronomists identified widespread disease patterns on tea leaf midrib consistent with pathogen infection.,1,helopeltis,train,cross_class
The upper leaf surface shows mixed chronic symptoms suggesting complex tea leaf disease interaction.,3,brown_blight,train,cross_class
Weather-related stress compounded by chronic fungal infection on tea upper leaf surface tissue.,1,helopeltis,val,cross_class
Tea leaves display widespread brown blight patches caused by Colletotrichum species on mature leaf.,3,brown_blight,train,class_specific
Helopeltis feeding damage causes extensive brown scorch marks on the leaf midrib of tea shoots.,1,helopeltis,train,class_specific
Tea crop health assessment shows widespread fungal infection spreading through upper leaf surface tissue.,4,red_leaf_spot,val,cross_class
Affected tea shoots display early-stage necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
Tea estate management flagged advanced infection on the petiole requiring fungicide application.,0,gray_blight,train,cross_class
Tea estate management flagged early-stage infection on the leaf midrib requiring fungicide application.,1,helopeltis,train,cross_class
Pest and disease survey recorded chronic damage to tea upper leaf surface in highland gardens.,3,brown_blight,val,cross_class
Remote sensing detected mild spectral anomalies in tea canopy at mature leaf level.,2,algal_leaf_spot,train,cross_class
Extension officer identified moderate disease outbreak affecting tea young shoot in the cooperative.,0,gray_blight,val,cross_class
Helopeltis feeding damage causes chronic brown scorch marks on the leaf tip of tea shoots.,1,helopeltis,train,class_specific
Circular extensive algal leaf spots with raised orange-red centers appear on the mature leaf.,2,algal_leaf_spot,val,class_specific
Extension officer identified acute disease outbreak affecting tea mature leaf in the cooperative.,1,helopeltis,train,cross_class
Crop monitoring detected advanced anomalies in tea leaf tip coloration indicating possible disease.,3,brown_blight,train,cross_class
The upper leaf surface shows severe brown blight symptoms with irregular dark brown spots and margins.,3,brown_blight,train,class_specific
The mature leaf shows advanced brown blight symptoms with irregular dark brown spots and margins.,3,brown_blight,val,class_specific
Extension officer identified widespread disease outbreak affecting tea mature leaf in the cooperative.,1,helopeltis,val,cross_class
Remote sensing detected advanced spectral anomalies in tea canopy at leaf tip level.,4,red_leaf_spot,train,cross_class
Agronomists identified chronic disease patterns on tea upper leaf surface consistent with pathogen infection.,2,algal_leaf_spot,train,cross_class
The leaf lamina displays widespread red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
The mature leaf of tea plants shows severe signs of stress possibly related to environmental factors.,2,algal_leaf_spot,val,cross_class
Extension officer identified mild disease outbreak affecting tea mature leaf in the cooperative.,3,brown_blight,train,cross_class
The leaf margin of tea plants shows advanced signs of stress possibly related to environmental factors.,2,algal_leaf_spot,train,cross_class
The tea lower leaf surface has chronic brown blight lesions with concentric rings and yellow halos.,3,brown_blight,train,class_specific
Young tea shoots suffer moderate helopeltis damage with angular leaf midrib lesions and necrosis.,1,helopeltis,train,class_specific
Tea bushes in the Kenya garden show early-stage leaf symptoms requiring diagnostic testing.,2,algal_leaf_spot,train,cross_class
Tea quality tests show degraded leaf integrity with widespread damage to upper leaf surface structures.,3,brown_blight,train,cross_class
The mature leaf shows mixed severe symptoms suggesting complex tea leaf disease interaction.,0,gray_blight,train,cross_class
Tea cultivation report: chronic stress indicators found on young shoot across multiple plots.,2,algal_leaf_spot,train,cross_class
Leaf biopsy from the young shoot shows mild cellular damage consistent with pathogen attack.,0,gray_blight,val,cross_class
Extension officer identified early-stage disease outbreak affecting tea leaf margin in the cooperative.,3,brown_blight,train,cross_class
Disease pressure on tea leaf margin has been severe in the current growing season.,0,gray_blight,val,cross_class
Tea quality tests show degraded leaf integrity with mild damage to petiole structures.,1,helopeltis,val,cross_class
Helopeltis feeding damage causes severe brown scorch marks on the upper leaf surface of tea shoots.,1,helopeltis,train,class_specific
Gray blight infection causes mild grayish-brown lesions on the upper leaf surface of tea plants.,0,gray_blight,train,class_specific
Tea leaves show chronic Cephaleuros virescens spots creating rust-orange patches on leaf midrib.,2,algal_leaf_spot,val,class_specific
The lower leaf surface shows mixed moderate symptoms suggesting complex tea leaf disease interaction.,2,algal_leaf_spot,train,cross_class
The leaf margin shows mild brown blight symptoms with irregular dark brown spots and margins.,3,brown_blight,train,class_specific
Pest and disease survey recorded extensive damage to tea leaf tip in highland gardens.,4,red_leaf_spot,val,cross_class
Tea tip borer helopeltis has caused mild characteristic shot-hole patterns on the leaf lamina.,1,helopeltis,train,class_specific
Agronomists identified severe disease patterns on tea young shoot consistent with pathogen infection.,3,brown_blight,train,cross_class
Tea quality tests show degraded leaf integrity with extensive damage to upper leaf surface structures.,1,helopeltis,train,cross_class
The tea plantation in Sri Lanka reports significant crop stress affecting the mature leaf of plants.,3,brown_blight,val,cross_class
The tea plantation in Munnar reports significant crop stress affecting the mature leaf of plants.,0,gray_blight,train,cross_class
Tea growers reported mild gray blight damage with necrotic spots covering the mature leaf.,0,gray_blight,train,class_specific
Tea growers reported severe gray blight damage with necrotic spots covering the leaf tip.,0,gray_blight,train,class_specific
Weather-related stress compounded by acute fungal infection on tea mature leaf tissue.,1,helopeltis,val,cross_class
Circular widespread algal leaf spots with raised orange-red centers appear on the upper leaf surface.,2,algal_leaf_spot,train,class_specific
Gray blight infection causes localized grayish-brown lesions on the leaf margin of tea plants.,0,gray_blight,val,class_specific
Remote sensing detected advanced spectral anomalies in tea canopy at petiole level.,3,brown_blight,train,cross_class
Disease pressure on tea leaf midrib has been extensive in the current growing season.,2,algal_leaf_spot,train,cross_class
Leaf biopsy from the young shoot shows chronic cellular damage consistent with pathogen attack.,3,brown_blight,train,cross_class
The leaf midrib of tea plants shows early-stage signs of stress possibly related to environmental factors.,2,algal_leaf_spot,train,cross_class
Leaf biopsy from the young shoot shows early-stage cellular damage consistent with pathogen attack.,0,gray_blight,train,cross_class
Tea quality tests show degraded leaf integrity with extensive damage to upper leaf surface structures.,0,gray_blight,train,cross_class
Remote sensing detected early-stage spectral anomalies in tea canopy at leaf margin level.,1,helopeltis,val,cross_class
Pest and disease survey recorded advanced damage to tea mature leaf in highland gardens.,1,helopeltis,val,cross_class
The upper leaf surface exhibits acute discoloration and tissue damage consistent with tea leaf disease.,2,algal_leaf_spot,train,cross_class
Weather-related stress compounded by chronic fungal infection on tea leaf margin tissue.,0,gray_blight,train,cross_class
The tea upper leaf surface has localized brown blight lesions with concentric rings and yellow halos.,3,brown_blight,train,class_specific
The leaf lamina shows mixed severe symptoms suggesting complex tea leaf disease interaction.,1,helopeltis,train,cross_class
Remote sensing detected early-stage spectral anomalies in tea canopy at upper leaf surface level.,4,red_leaf_spot,val,cross_class
Tea cultivation report: mild stress indicators found on leaf lamina across multiple plots.,2,algal_leaf_spot,train,cross_class
Tea tip borer helopeltis has caused advanced characteristic shot-hole patterns on the young shoot.,1,helopeltis,train,class_specific
